Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.31,symmetric,0.33554481923734825
100% Corpus,9,0.61,0.01,0.30048500463361943
100% Corpus,9,0.61,0.31,0.3551694804048446
100% Corpus,9,0.61,0.61,0.3551448368500998
100% Corpus,9,0.61,0.9099999999999999,0.3727433872537278
100% Corpus,9,0.61,symmetric,0.3185689921883546
100% Corpus,9,0.9099999999999999,0.01,0.31944831001574747
100% Corpus,9,0.9099999999999999,0.31,0.3292868447753168
100% Corpus,9,0.9099999999999999,0.61,0.32838382541370204
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.3135369586151697
100% Corpus,9,0.9099999999999999,symmetric,0.3238212232771204
100% Corpus,9,symmetric,0.01,0.30836678683670155
100% Corpus,9,symmetric,0.31,0.3866095526739689
100% Corpus,9,symmetric,0.61,0.4710690574322943
100% Corpus,9,symmetric,0.9099999999999999,0.3452197854636288
100% Corpus,9,symmetric,symmetric,0.3350830586428809
100% Corpus,9,asymmetric,0.01,0.37815005444895244
100% Corpus,9,asymmetric,0.31,0.4912214160591304
100% Corpus,9,asymmetric,0.61,0.44766198315020195
100% Corpus,9,asymmetric,0.9099999999999999,0.40142618500009697
100% Corpus,9,asymmetric,symmetric,0.43090530138782374
100% Corpus,10,0.01,0.01,0.31558477232142434
100% Corpus,10,0.01,0.31,0.3703211139774222
100% Corpus,10,0.01,0.61,0.4679061765336943
100% Corpus,10,0.01,0.9099999999999999,0.3922761049902536
100% Corpus,10,0.01,symmetric,0.3330254298841448
100% Corpus,10,0.31,0.01,0.32803638077828257
100% Corpus,10,0.31,0.31,0.37231794190356177
100% Corpus,10,0.31,0.61,0.3961095831441435
100% Corpus,10,0.31,0.9099999999999999,0.4300204012830592
100% Corpus,10,0.31,symmetric,0.35853665810022706
100% Corpus,10,0.61,0.01,0.32012787982175694
100% Corpus,10,0.61,0.31,0.3586417861264845
100% Corpus,10,0.61,0.61,0.3628559522586025
100% Corpus,10,0.61,0.9099999999999999,0.38476716349183193
100% Corpus,10,0.61,symmetric,0.34264111863803687
100% Corpus,10,0.9099999999999999,0.01,0.3363940678852163
100% Corpus,10,0.9099999999999999,0.31,0.34397762936449944
100% Corpus,10,0.9099999999999999,0.61,0.3457263411491508
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.342078875314057
100% Corpus,10,0.9099999999999999,symmetric,0.34652540753447736
100% Corpus,10,symmetric,0.01,0.3270785445480548
100% Corpus,10,symmetric,0.31,0.37973994472332995
100% Corpus,10,symmetric,0.61,0.40942485302116527
100% Corpus,10,symmetric,0.9099999999999999,0.43264323726369147
100% Corpus,10,symmetric,symmetric,0.3081503771249435
100% Corpus,10,asymmetric,0.01,0.39666914309660284
100% Corpus,10,asymmetric,0.31,0.5058434784919641
100% Corpus,10,asymmetric,0.61,0.522315075845258
100% Corpus,10,asymmetric,0.9099999999999999,0.4186928098559336
100% Corpus,10,asymmetric,symmetric,0.4467342572504771
